original_user_id,block,condition
107863339,0_0_0,0
10787822,0_0_0,0
1079235200268275584,0_0_0,0
1079404604545212416,0_0_0,0
1079651667908407168,0_0_0,0
1079938179770314752,0_0_0,0
1080392701126659968,0_0_0,0
1080673426493165568,0_0_0,0
1081003656,0_0_0,0
1081261585,0_0_0,0
1081305297526886400,0_0_0,0
1081457453974413184,0_0_0,0
108160514,0_0_0,0
1081674600046575616,0_0_0,0
108172225,0_0_0,0
1081749216484040832,0_0_0,0
1081781545,0_0_0,0
10820222,0_0_0,0
1082115125195276160,0_0_0,0
1082144769458036736,0_0_0,0
1082283386570338432,0_0_0,0
1082482222744035200,0_0_0,0
1082666797910933632,0_0_0,0
1082844707959512960,0_0_0,0
1083055554434646016,0_0_0,0
1083102621232234368,0_0_0,0
1083531869256339456,0_0_0,0
1083749208283365248,0_0_0,0
1083871339,0_0_0,0
1083985663,0_0_0,0
1084171322,0_0_0,0
108447190,0_0_0,0
1084572539257585664,0_0_0,0
1084705992581869568,0_0_0,0
1085057061845639168,0_0_0,0
1085255318,0_0_0,0
1085631684937170816,0_0_0,0
1085809868,0_0_0,0
1085976341344894848,0_0_0,0
108622068,0_0_0,0
108648251,0_0_0,0
1086947983667671040,0_0_0,0
1087112230171139968,0_0_0,0
1087210282412318848,0_0_0,0
1087507566828158848,0_0_0,0
1087799414905884544,0_0_0,0
108791756,0_0_0,0
1088092511984324608,0_0_0,0
1088172145417416832,0_0_0,0
1088183125950296064,0_0_0,0
1088285934955778048,0_0_0,0
1088531694863433600,0_0_0,0
1089273432859164544,0_0_0,0
1089449905,0_0_0,0
108977758,0_0_0,0
1089993392581496832,0_0_0,0
109012974,0_0_0,0
1090330111755386752,0_0_0,0
1090466780546519040,0_0_0,0
1090663230,0_0_0,0
1090699063383768960,0_0_0,0
1090973982394908544,0_0_0,0
1091040609601609600,0_0_0,0
1091434752295534336,0_0_0,0
1091893292910956416,0_0_0,0
1091956798075084800,0_0_0,0
1092177631263576064,0_0_0,0
10923672,0_0_0,0
1092621082908127232,0_0_0,0
1092783487000682368,0_0_0,0
1092864635617857536,0_0_0,0
1092926365521784832,0_0_0,0
1093177905423810432,0_0_0,0
1093258403613470848,0_0_0,0
1093381177287815168,0_0_0,0
1093520315836231552,0_0_0,0
109357571,0_0_0,0
1093722700890042368,0_0_0,0
109378617,0_0_0,0
1093930275677958016,0_0_0,0
109397082,0_0_0,0
1094060892017356800,0_0_0,0
1094281097490456448,0_0_0,0
